pc	macro_index	micro_opcode	rounding
720	97	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
721	98	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
722	98	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
723	98	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
724	98	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
725	98	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
726	98	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
727	98	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
728	99	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
729	99	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
730	99	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
731	99	RESHAPE	exact_or_explicitly_pinned
732	99	TRANSPOSE	exact_or_explicitly_pinned
733	99	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
734	99	RELATIVE_BIAS	exact_or_explicitly_pinned
735	99	CAUSAL_MASK	exact_or_explicitly_pinned
736	99	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
737	99	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
738	99	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
739	99	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
740	99	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
741	99	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
742	99	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
743	99	RESHAPE	exact_or_explicitly_pinned
744	99	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
745	100	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
746	101	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
747	101	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
748	101	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
749	101	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
750	101	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
751	101	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
752	101	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
753	102	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
754	102	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
755	102	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
756	102	RESHAPE	exact_or_explicitly_pinned
757	102	TRANSPOSE	exact_or_explicitly_pinned
758	102	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
759	102	RELATIVE_BIAS	exact_or_explicitly_pinned
760	102	CAUSAL_MASK	exact_or_explicitly_pinned
761	102	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
762	102	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
763	102	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
764	102	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
765	102	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
766	102	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
767	102	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
768	102	RESHAPE	exact_or_explicitly_pinned
769	102	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
770	103	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
771	104	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
772	104	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
773	104	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
774	104	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
775	104	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
776	104	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
777	104	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
778	105	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
779	105	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
780	105	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
781	105	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
782	105	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
783	105	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
784	105	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
785	105	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
786	105	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
787	105	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
788	105	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
789	105	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
790	106	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
791	107	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
792	107	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
793	107	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
794	107	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
795	107	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
796	107	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
797	107	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
798	108	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
799	108	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
800	108	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
801	108	RESHAPE	exact_or_explicitly_pinned
802	108	TRANSPOSE	exact_or_explicitly_pinned
803	108	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
804	108	RELATIVE_BIAS	exact_or_explicitly_pinned
805	108	CAUSAL_MASK	exact_or_explicitly_pinned
806	108	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
807	108	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
808	108	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
809	108	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
810	108	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
811	108	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
812	108	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
813	108	RESHAPE	exact_or_explicitly_pinned
814	108	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
815	109	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
816	110	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
817	110	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
818	110	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
819	110	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
820	110	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
821	110	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
822	110	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
823	111	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
824	111	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
825	111	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
826	111	RESHAPE	exact_or_explicitly_pinned
827	111	TRANSPOSE	exact_or_explicitly_pinned
828	111	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
829	111	RELATIVE_BIAS	exact_or_explicitly_pinned
830	111	CAUSAL_MASK	exact_or_explicitly_pinned
831	111	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
832	111	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
833	111	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
834	111	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
835	111	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
836	111	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
837	111	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
838	111	RESHAPE	exact_or_explicitly_pinned
839	111	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
840	112	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
841	113	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
842	113	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
843	113	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
844	113	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
845	113	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
846	113	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
847	113	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
848	114	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
849	114	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
850	114	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
851	114	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
852	114	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
853	114	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
854	114	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
855	114	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
856	114	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
857	114	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
858	114	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
859	114	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
860	115	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
861	116	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
862	116	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
863	116	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
864	116	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
865	116	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
866	116	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
867	116	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
868	117	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
869	117	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
870	117	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
871	117	RESHAPE	exact_or_explicitly_pinned
872	117	TRANSPOSE	exact_or_explicitly_pinned
873	117	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
874	117	RELATIVE_BIAS	exact_or_explicitly_pinned
875	117	CAUSAL_MASK	exact_or_explicitly_pinned
876	117	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
877	117	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
878	117	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
879	117	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
880	117	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
881	117	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
882	117	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
883	117	RESHAPE	exact_or_explicitly_pinned
884	117	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
885	118	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
886	119	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
887	119	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
888	119	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
889	119	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
890	119	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
891	119	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
892	119	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
893	120	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
894	120	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
895	120	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
896	120	RESHAPE	exact_or_explicitly_pinned
897	120	TRANSPOSE	exact_or_explicitly_pinned
898	120	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
899	120	RELATIVE_BIAS	exact_or_explicitly_pinned
900	120	CAUSAL_MASK	exact_or_explicitly_pinned
901	120	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
902	120	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
903	120	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
904	120	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
905	120	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
906	120	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
907	120	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
908	120	RESHAPE	exact_or_explicitly_pinned
909	120	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
910	121	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
911	122	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
912	122	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
913	122	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
914	122	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
915	122	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
916	122	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
917	122	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
918	123	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
919	123	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
920	123	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
921	123	F32_CUBE	binary32_roundTiesToEven_after_each_scalar_result
922	123	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
923	123	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
924	123	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
925	123	F32_TANH	binary32_roundTiesToEven_after_each_scalar_result
926	123	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
927	123	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
928	123	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
929	123	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
930	124	F32_ADD	binary32_roundTiesToEven_after_each_scalar_result
931	125	F32_SQUARE	binary32_roundTiesToEven_after_each_scalar_result
932	125	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
933	125	F32_MUL_CONST	binary32_roundTiesToEven_after_each_scalar_result
934	125	F32_ADD_CONST	binary32_roundTiesToEven_after_each_scalar_result
935	125	F32_RSQRT	binary32_roundTiesToEven_after_each_scalar_result
936	125	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
937	125	F32_MUL	binary32_roundTiesToEven_after_each_scalar_result
938	126	F32_MATMUL	binary32_roundTiesToEven_after_each_scalar_result
939	127	F32_REDUCE_MAX	binary32_roundTiesToEven_after_each_scalar_result
940	127	F32_SUB	binary32_roundTiesToEven_after_each_scalar_result
941	127	F32_EXP	binary32_roundTiesToEven_after_each_scalar_result
942	127	F32_REDUCE_SUM	binary32_roundTiesToEven_after_each_scalar_result
943	127	F32_DIV	binary32_roundTiesToEven_after_each_scalar_result
944	128	CATEGORICAL_INVERSE_CDF	exact_or_explicitly_pinned
945	128	TOKEN_APPEND	exact_or_explicitly_pinned
946	128	CACHE_APPEND	exact_or_explicitly_pinned
